analdate,area,d1,d2,d3,d4,doname,maxi,meanavg,mini,regioncode,sigucode,sigun,std,upplocalcd
2025-08-25 15,"5,182",100,0,0,0,전라남도,31,26,21,46110,46110,목포시,2,46
2025-08-25 18,"5,182",100,0,0,0,전라남도,28,24,17,46110,46110,목포시,3,46
2025-08-25 21,"5,182",100,0,0,0,전라남도,21,17,10,46110,46110,목포시,3,46
2025-08-26 00,"5,182",100,0,0,0,전라남도,17,13,8,46110,46110,목포시,2,46
2025-08-23 18,"50,781",100,0,0,0,전라남도,33,27,3,46130,46130,여수시,3,46
2025-08-24 00,"50,781",100,0,0,0,전라남도,26,19,6,46130,46130,여수시,4,46
2025-08-24 03,"50,781",100,0,0,0,전라남도,26,17,6,46130,46130,여수시,3,46
2025-08-24 06,"50,781",100,0,0,0,전라남도,21,16,6,46130,46130,여수시,3,46
2025-08-24 09,"50,781",100,0,0,0,전라남도,33,27,6,46130,46130,여수시,4,46
2025-08-24 12,"50,781",100,0,0,0,전라남도,33,29,6,46130,46130,여수시,4,46
2025-08-24 15,"50,781",100,0,0,0,전라남도,33,28,6,46130,46130,여수시,4,46
2025-08-24 18,"50,781",100,0,0,0,전라남도,33,26,6,46130,46130,여수시,4,46
2025-08-24 21,"50,781",100,0,0,0,전라남도,31,22,6,46130,46130,여수시,4,46
2025-08-25 00,"50,781",100,0,0,0,전라남도,24,18,6,46130,46130,여수시,3,46
2025-08-25 03,"50,781",100,0,0,0,전라남도,24,17,6,46130,46130,여수시,3,46
2025-08-25 06,"50,781",100,0,0,0,전라남도,21,15,6,46130,46130,여수시,3,46
2025-08-25 09,"50,781",100,0,0,0,전라남도,31,23,6,46130,46130,여수시,4,46
2025-08-25 12,"50,781",100,0,0,0,전라남도,33,26,6,46130,46130,여수시,4,46
2025-08-25 15,"50,781",100,0,0,0,전라남도,33,26,6,46130,46130,여수시,5,46
2025-08-25 18,"50,781",100,0,0,0,전라남도,33,25,6,46130,46130,여수시,5,46
2025-08-25 21,"50,781",100,0,0,0,전라남도,26,18,6,46130,46130,여수시,4,46
2025-08-26 00,"50,781",100,0,0,0,전라남도,21,16,6,46130,46130,여수시,3,46
2025-08-23 18,"90,980",100,0,0,0,전라남도,33,28,2,46150,46150,순천시,3,46
2025-08-24 00,"90,980",100,0,0,0,전라남도,24,12,7,46150,46150,순천시,3,46
2025-08-24 03,"90,980",100,0,0,0,전라남도,21,10,4,46150,46150,순천시,3,46
2025-08-24 06,"90,980",100,0,0,0,전라남도,19,10,4,46150,46150,순천시,3,46
2025-08-24 09,"90,980",100,0,0,0,전라남도,33,22,14,46150,46150,순천시,3,46
2025-08-24 12,"90,980",100,0,0,0,전라남도,33,29,25,46150,46150,순천시,2,46
2025-08-24 15,"90,980",100,0,0,0,전라남도,33,29,25,46150,46150,순천시,2,46
2025-08-24 18,"90,980",100,0,0,0,전라남도,33,25,18,46150,46150,순천시,3,46
2025-08-24 21,"90,980",100,0,0,0,전라남도,28,13,6,46150,46150,순천시,3,46
2025-08-25 00,"90,980",100,0,0,0,전라남도,21,9,4,46150,46150,순천시,3,46
2025-08-25 03,"90,980",100,0,0,0,전라남도,24,9,4,46150,46150,순천시,3,46
2025-08-25 06,"90,980",100,0,0,0,전라남도,19,9,4,46150,46150,순천시,3,46
2025-08-25 09,"90,980",100,0,0,0,전라남도,31,16,9,46150,46150,순천시,4,46
2025-08-25 12,"90,980",100,0,0,0,전라남도,33,19,10,46150,46150,순천시,5,46
2025-08-25 15,"90,980",100,0,0,0,전라남도,33,18,9,46150,46150,순천시,5,46
2025-08-25 18,"90,980",100,0,0,0,전라남도,33,18,10,46150,46150,순천시,5,46
2025-08-25 21,"90,980",100,0,0,0,전라남도,24,11,4,46150,46150,순천시,3,46
2025-08-26 00,"90,980",100,0,0,0,전라남도,21,10,4,46150,46150,순천시,3,46
2025-08-23 18,"60,581",100,0,0,0,전라남도,33,28,8,46170,46170,나주시,3,46
2025-08-24 00,"60,581",100,0,0,0,전라남도,19,14,7,46170,46170,나주시,3,46
2025-08-24 03,"60,581",100,0,0,0,전라남도,19,13,7,46170,46170,나주시,3,46
2025-08-24 06,"60,581",100,0,0,0,전라남도,19,13,7,46170,46170,나주시,3,46
2025-08-24 09,"60,581",100,0,0,0,전라남도,31,24,18,46170,46170,나주시,3,46
2025-08-24 12,"60,581",100,0,0,0,전라남도,33,29,25,46170,46170,나주시,2,46
2025-08-24 15,"60,581",100,0,0,0,전라남도,33,29,23,46170,46170,나주시,2,46
2025-08-24 18,"60,581",100,0,0,0,전라남도,33,28,20,46170,46170,나주시,3,46
2025-08-24 21,"60,581",100,0,0,0,전라남도,24,17,9,46170,46170,나주시,3,46
2025-08-25 00,"60,581",100,0,0,0,전라남도,21,15,9,46170,46170,나주시,3,46
2025-08-25 03,"60,581",100,0,0,0,전라남도,19,13,8,46170,46170,나주시,2,46
2025-08-25 06,"60,581",100,0,0,0,전라남도,19,13,7,46170,46170,나주시,2,46
2025-08-25 09,"60,581",100,0,0,0,전라남도,31,22,18,46170,46170,나주시,2,46
2025-08-25 12,"60,581",100,0,0,0,전라남도,33,27,22,46170,46170,나주시,3,46
2025-08-25 15,"60,581",100,0,0,0,전라남도,33,28,23,46170,46170,나주시,3,46
2025-08-25 18,"60,581",100,0,0,0,전라남도,33,26,20,46170,46170,나주시,3,46
2025-08-25 21,"60,581",100,0,0,0,전라남도,24,17,9,46170,46170,나주시,3,46
2025-08-26 00,"60,581",100,0,0,0,전라남도,19,13,7,46170,46170,나주시,2,46
2025-08-23 18,"45,813",100,0,0,0,전라남도,33,26,2,46230,46230,광양시,4,46
2025-08-24 00,"45,813",100,0,0,0,전라남도,24,12,4,46230,46230,광양시,4,46
2025-08-24 03,"45,813",100,0,0,0,전라남도,21,11,4,46230,46230,광양시,3,46
2025-08-24 06,"45,813",100,0,0,0,전라남도,21,11,4,46230,46230,광양시,3,46
2025-08-24 09,"45,813",100,0,0,0,전라남도,33,26,11,46230,46230,광양시,4,46
2025-08-24 12,"45,813",100,0,0,0,전라남도,33,27,14,46230,46230,광양시,3,46
2025-08-24 15,"45,813",100,0,0,0,전라남도,33,27,14,46230,46230,광양시,3,46
2025-08-24 18,"45,813",100,0,0,0,전라남도,33,24,10,46230,46230,광양시,5,46
2025-08-24 21,"45,813",100,0,0,0,전라남도,28,15,5,46230,46230,광양시,5,46
2025-08-25 00,"45,813",100,0,0,0,전라남도,24,10,4,46230,46230,광양시,4,46
2025-08-25 03,"45,813",100,0,0,0,전라남도,19,9,4,46230,46230,광양시,4,46
2025-08-25 06,"45,813",100,0,0,0,전라남도,19,10,4,46230,46230,광양시,3,46
2025-08-25 09,"45,813",100,0,0,0,전라남도,31,18,9,46230,46230,광양시,6,46
2025-08-25 12,"45,813",100,0,0,0,전라남도,33,20,11,46230,46230,광양시,6,46
2025-08-25 15,"45,813",100,0,0,0,전라남도,31,18,9,46230,46230,광양시,6,46
2025-08-25 18,"45,813",100,0,0,0,전라남도,33,17,7,46230,46230,광양시,7,46
2025-08-25 21,"45,813",100,0,0,0,전라남도,26,12,5,46230,46230,광양시,4,46
2025-08-26 00,"45,813",100,0,0,0,전라남도,21,9,4,46230,46230,광양시,3,46
2025-08-23 18,"45,352",100,0,0,0,전라남도,33,26,2,46710,46710,담양군,4,46
2025-08-24 00,"45,352",100,0,0,0,전라남도,26,14,5,46710,46710,담양군,3,46
2025-08-24 03,"45,352",100,0,0,0,전라남도,21,11,4,46710,46710,담양군,3,46
2025-08-24 06,"45,352",100,0,0,0,전라남도,21,11,4,46710,46710,담양군,3,46
2025-08-24 09,"45,352",100,0,0,0,전라남도,31,24,11,46710,46710,담양군,3,46
2025-08-24 12,"45,352",100,0,0,0,전라남도,33,28,14,46710,46710,담양군,3,46
2025-08-24 15,"45,352",100,0,0,0,전라남도,33,28,14,46710,46710,담양군,3,46
2025-08-24 18,"45,352",100,0,0,0,전라남도,33,26,12,46710,46710,담양군,4,46
2025-08-24 21,"45,352",100,0,0,0,전라남도,28,16,8,46710,46710,담양군,4,46
2025-08-25 00,"45,352",100,0,0,0,전라남도,24,14,7,46710,46710,담양군,3,46
2025-08-25 03,"45,352",100,0,0,0,전라남도,24,12,7,46710,46710,담양군,3,46
2025-08-25 06,"45,352",100,0,0,0,전라남도,24,13,7,46710,46710,담양군,3,46
2025-08-25 09,"45,352",100,0,0,0,전라남도,31,21,14,46710,46710,담양군,3,46
2025-08-25 12,"45,352",100,0,0,0,전라남도,33,25,16,46710,46710,담양군,3,46
2025-08-25 15,"45,352",100,0,0,0,전라남도,33,26,16,46710,46710,담양군,3,46
2025-08-25 18,"45,352",100,0,0,0,전라남도,33,26,16,46710,46710,담양군,3,46
2025-08-25 21,"45,352",100,0,0,0,전라남도,28,17,9,46710,46710,담양군,3,46
2025-08-26 00,"45,352",100,0,0,0,전라남도,24,12,7,46710,46710,담양군,3,46
2025-08-23 18,"54,834",100,0,0,0,전라남도,33,25,2,46720,46720,곡성군,4,46
2025-08-24 00,"54,834",100,0,0,0,전라남도,19,13,6,46720,46720,곡성군,3,46
2025-08-24 03,"54,834",100,0,0,0,전라남도,19,11,5,46720,46720,곡성군,2,46
2025-08-24 06,"54,834",100,0,0,0,전라남도,15,10,4,46720,46720,곡성군,2,46
2025-08-24 09,"54,834",100,0,0,0,전라남도,29,21,11,46720,46720,곡성군,3,46
2025-08-24 12,"54,834",100,0,0,0,전라남도,33,28,14,46720,46720,곡성군,3,46
2025-08-24 15,"54,834",100,0,0,0,전라남도,33,28,14,46720,46720,곡성군,3,46
2025-08-24 18,"54,834",100,0,0,0,전라남도,33,26,14,46720,46720,곡성군,3,46
2025-08-24 21,"54,834",100,0,0,0,전라남도,24,14,8,46720,46720,곡성군,3,46
2025-08-25 00,"54,834",100,0,0,0,전라남도,19,11,4,46720,46720,곡성군,3,46
2025-08-25 03,"54,834",100,0,0,0,전라남도,17,10,4,46720,46720,곡성군,3,46
2025-08-25 06,"54,834",100,0,0,0,전라남도,17,10,4,46720,46720,곡성군,3,46
2025-08-25 09,"54,834",100,0,0,0,전라남도,26,19,9,46720,46720,곡성군,5,46
2025-08-25 12,"54,834",100,0,0,0,전라남도,33,24,12,46720,46720,곡성군,6,46
2025-08-25 15,"54,834",100,0,0,0,전라남도,33,24,11,46720,46720,곡성군,6,46
2025-08-25 18,"54,834",100,0,0,0,전라남도,33,22,10,46720,46720,곡성군,6,46
2025-08-25 21,"54,834",100,0,0,0,전라남도,26,14,7,46720,46720,곡성군,4,46
2025-08-26 00,"54,834",100,0,0,0,전라남도,19,12,5,46720,46720,곡성군,3,46
2025-08-23 18,"43,964",100,0,0,0,전라남도,33,24,2,46730,46730,구례군,7,46
2025-08-24 00,"43,964",100,0,0,0,전라남도,19,10,4,46730,46730,구례군,3,46
2025-08-24 03,"43,964",100,0,0,0,전라남도,19,10,3,46730,46730,구례군,3,46
2025-08-24 06,"43,964",100,0,0,0,전라남도,17,9,3,46730,46730,구례군,3,46
2025-08-24 09,"43,964",100,0,0,0,전라남도,28,19,9,46730,46730,구례군,5,46
2025-08-24 12,"43,964",100,0,0,0,전라남도,33,24,11,46730,46730,구례군,6,46
2025-08-24 15,"43,964",100,0,0,0,전라남도,33,24,12,46730,46730,구례군,6,46
2025-08-24 18,"43,964",100,0,0,0,전라남도,33,21,8,46730,46730,구례군,7,46
2025-08-24 21,"43,964",100,0,0,0,전라남도,19,11,3,46730,46730,구례군,4,46
2025-08-25 00,"43,964",100,0,0,0,전라남도,19,9,3,46730,46730,구례군,3,46
2025-08-25 03,"43,964",100,0,0,0,전라남도,19,9,3,46730,46730,구례군,3,46
2025-08-25 06,"43,964",100,0,0,0,전라남도,19,9,3,46730,46730,구례군,3,46
2025-08-25 09,"43,964",100,0,0,0,전라남도,26,15,8,46730,46730,구례군,4,46
2025-08-25 12,"43,964",100,0,0,0,전라남도,31,18,10,46730,46730,구례군,4,46
2025-08-25 15,"43,964",100,0,0,0,전라남도,31,16,9,46730,46730,구례군,5,46
2025-08-25 18,"43,964",100,0,0,0,전라남도,29,16,8,46730,46730,구례군,4,46
2025-08-25 21,"43,964",100,0,0,0,전라남도,23,12,4,46730,46730,구례군,3,46
2025-08-26 00,"43,964",100,0,0,0,전라남도,19,10,3,46730,46730,구례군,3,46
2025-08-23 18,"80,695",100,0,0,0,전라남도,33,27,2,46770,46770,고흥군,4,46
2025-08-24 00,"80,695",100,0,0,0,전라남도,21,14,6,46770,46770,고흥군,3,46
2025-08-24 03,"80,695",100,0,0,0,전라남도,19,13,4,46770,46770,고흥군,3,46
2025-08-24 06,"80,695",100,0,0,0,전라남도,17,12,4,46770,46770,고흥군,3,46
2025-08-24 09,"80,695",100,0,0,0,전라남도,31,23,6,46770,46770,고흥군,3,46
2025-08-24 12,"80,695",100,0,0,0,전라남도,33,29,6,46770,46770,고흥군,3,46
2025-08-24 15,"80,695",100,0,0,0,전라남도,33,28,6,46770,46770,고흥군,4,46
2025-08-24 18,"80,695",100,0,0,0,전라남도,33,26,6,46770,46770,고흥군,4,46
2025-08-24 21,"80,695",100,0,0,0,전라남도,24,16,6,46770,46770,고흥군,3,46
2025-08-25 00,"80,695",100,0,0,0,전라남도,21,15,4,46770,46770,고흥군,3,46
2025-08-25 03,"80,695",100,0,0,0,전라남도,19,13,4,46770,46770,고흥군,3,46
2025-08-25 06,"80,695",100,0,0,0,전라남도,17,12,4,46770,46770,고흥군,3,46
2025-08-25 09,"80,695",100,0,0,0,전라남도,28,22,6,46770,46770,고흥군,4,46
2025-08-25 12,"80,695",100,0,0,0,전라남도,31,24,6,46770,46770,고흥군,4,46
2025-08-25 15,"80,695",100,0,0,0,전라남도,33,26,6,46770,46770,고흥군,5,46
2025-08-25 18,"80,695",100,0,0,0,전라남도,31,24,6,46770,46770,고흥군,4,46
2025-08-25 21,"80,695",100,0,0,0,전라남도,21,15,4,46770,46770,고흥군,3,46
2025-08-26 00,"80,695",100,0,0,0,전라남도,21,13,4,46770,46770,고흥군,3,46
2025-08-23 18,"66,434",100,0,0,0,전라남도,33,28,2,46780,46780,보성군,3,46
2025-08-24 00,"66,434",100,0,0,0,전라남도,21,10,6,46780,46780,보성군,2,46
2025-08-24 03,"66,434",100,0,0,0,전라남도,17,10,4,46780,46780,보성군,2,46
2025-08-24 06,"66,434",100,0,0,0,전라남도,16,10,4,46780,46780,보성군,2,46
2025-08-24 09,"66,434",100,0,0,0,전라남도,28,19,13,46780,46780,보성군,3,46
2025-08-24 12,"66,434",100,0,0,0,전라남도,33,29,25,46780,46780,보성군,2,46
2025-08-24 15,"66,434",100,0,0,0,전라남도,33,28,22,46780,46780,보성군,2,46
2025-08-24 18,"66,434",100,0,0,0,전라남도,33,24,18,46780,46780,보성군,3,46
2025-08-24 21,"66,434",100,0,0,0,전라남도,21,12,6,46780,46780,보성군,3,46
2025-08-25 00,"66,434",100,0,0,0,전라남도,17,9,4,46780,46780,보성군,3,46
2025-08-25 03,"66,434",100,0,0,0,전라남도,19,10,4,46780,46780,보성군,3,46
2025-08-25 06,"66,434",100,0,0,0,전라남도,17,9,4,46780,46780,보성군,3,46
2025-08-25 09,"66,434",100,0,0,0,전라남도,30,18,8,46780,46780,보성군,5,46
2025-08-25 12,"66,434",100,0,0,0,전라남도,31,21,10,46780,46780,보성군,6,46
2025-08-25 15,"66,434",100,0,0,0,전라남도,31,22,9,46780,46780,보성군,6,46
2025-08-25 18,"66,434",100,0,0,0,전라남도,31,22,10,46780,46780,보성군,6,46
2025-08-25 21,"66,434",100,0,0,0,전라남도,21,11,4,46780,46780,보성군,3,46
2025-08-26 00,"66,434",100,0,0,0,전라남도,19,10,4,46780,46780,보성군,3,46
2025-08-23 18,"78,815",100,0,0,0,전라남도,33,26,2,46790,46790,화순군,3,46
2025-08-24 00,"78,815",100,0,0,0,전라남도,22,11,6,46790,46790,화순군,3,46
2025-08-24 03,"78,815",100,0,0,0,전라남도,17,10,6,46790,46790,화순군,2,46
2025-08-24 06,"78,815",100,0,0,0,전라남도,17,10,6,46790,46790,화순군,2,46
2025-08-24 09,"78,815",100,0,0,0,전라남도,31,21,13,46790,46790,화순군,3,46
2025-08-24 12,"78,815",100,0,0,0,전라남도,33,28,23,46790,46790,화순군,2,46
2025-08-24 15,"78,815",100,0,0,0,전라남도,33,28,20,46790,46790,화순군,2,46
2025-08-24 18,"78,815",100,0,0,0,전라남도,33,24,15,46790,46790,화순군,3,46
2025-08-24 21,"78,815",100,0,0,0,전라남도,24,14,6,46790,46790,화순군,3,46
2025-08-25 00,"78,815",100,0,0,0,전라남도,22,12,6,46790,46790,화순군,3,46
2025-08-25 03,"78,815",100,0,0,0,전라남도,19,12,6,46790,46790,화순군,2,46
2025-08-25 06,"78,815",100,0,0,0,전라남도,19,11,6,46790,46790,화순군,3,46
2025-08-25 09,"78,815",100,0,0,0,전라남도,31,21,13,46790,46790,화순군,3,46
2025-08-25 12,"78,815",100,0,0,0,전라남도,33,25,14,46790,46790,화순군,3,46
2025-08-25 15,"78,815",100,0,0,0,전라남도,33,25,16,46790,46790,화순군,3,46
2025-08-25 18,"78,815",100,0,0,0,전라남도,33,25,16,46790,46790,화순군,3,46
2025-08-25 21,"78,815",100,0,0,0,전라남도,24,15,6,46790,46790,화순군,3,46
2025-08-26 00,"78,815",100,0,0,0,전라남도,19,12,6,46790,46790,화순군,3,46
2025-08-23 18,"61,598",100,0,0,0,전라남도,33,28,2,46800,46800,장흥군,3,46
2025-08-24 00,"61,598",100,0,0,0,전라남도,26,11,6,46800,46800,장흥군,3,46
2025-08-24 03,"61,598",100,0,0,0,전라남도,24,11,6,46800,46800,장흥군,3,46
2025-08-24 06,"61,598",100,0,0,0,전라남도,24,11,6,46800,46800,장흥군,3,46
2025-08-24 09,"61,598",100,0,0,0,전라남도,33,23,14,46800,46800,장흥군,4,46
2025-08-24 12,"61,598",100,0,0,0,전라남도,33,29,25,46800,46800,장흥군,2,46
2025-08-24 15,"61,598",100,0,0,0,전라남도,33,28,22,46800,46800,장흥군,3,46
2025-08-24 18,"61,598",100,0,0,0,전라남도,33,25,18,46800,46800,장흥군,3,46
2025-08-24 21,"61,598",100,0,0,0,전라남도,26,14,7,46800,46800,장흥군,3,46
2025-08-25 00,"61,598",100,0,0,0,전라남도,24,12,6,46800,46800,장흥군,3,46
2025-08-25 03,"61,598",100,0,0,0,전라남도,24,11,6,46800,46800,장흥군,3,46
2025-08-25 06,"61,598",100,0,0,0,전라남도,26,11,6,46800,46800,장흥군,3,46
2025-08-25 09,"61,598",100,0,0,0,전라남도,31,22,13,46800,46800,장흥군,3,46
2025-08-25 12,"61,598",100,0,0,0,전라남도,33,26,18,46800,46800,장흥군,3,46
2025-08-25 15,"61,598",100,0,0,0,전라남도,33,27,20,46800,46800,장흥군,3,46
2025-08-25 18,"61,598",100,0,0,0,전라남도,33,26,18,46800,46800,장흥군,3,46
2025-08-25 21,"61,598",100,0,0,0,전라남도,28,15,7,46800,46800,장흥군,4,46
2025-08-26 00,"61,598",100,0,0,0,전라남도,24,13,6,46800,46800,장흥군,4,46
2025-08-23 18,"49,880",100,0,0,0,전라남도,33,27,2,46810,46810,강진군,2,46
2025-08-24 00,"49,880",100,0,0,0,전라남도,26,14,7,46810,46810,강진군,3,46
2025-08-24 03,"49,880",100,0,0,0,전라남도,24,14,7,46810,46810,강진군,3,46
2025-08-24 06,"49,880",100,0,0,0,전라남도,24,12,6,46810,46810,강진군,3,46
2025-08-24 09,"49,880",100,0,0,0,전라남도,33,25,16,46810,46810,강진군,3,46
2025-08-24 12,"49,880",100,0,0,0,전라남도,33,29,25,46810,46810,강진군,2,46
2025-08-24 15,"49,880",100,0,0,0,전라남도,33,28,23,46810,46810,강진군,3,46
2025-08-24 18,"49,880",100,0,0,0,전라남도,33,27,20,46810,46810,강진군,3,46
2025-08-24 21,"49,880",100,0,0,0,전라남도,26,17,9,46810,46810,강진군,3,46
2025-08-25 00,"49,880",100,0,0,0,전라남도,24,14,7,46810,46810,강진군,3,46
2025-08-25 03,"49,880",100,0,0,0,전라남도,24,13,7,46810,46810,강진군,3,46
2025-08-25 06,"49,880",100,0,0,0,전라남도,26,14,7,46810,46810,강진군,3,46
2025-08-25 09,"49,880",100,0,0,0,전라남도,31,23,16,46810,46810,강진군,3,46
2025-08-25 12,"49,880",100,0,0,0,전라남도,33,27,20,46810,46810,강진군,3,46
2025-08-25 15,"49,880",100,0,0,0,전라남도,33,28,23,46810,46810,강진군,3,46
2025-08-25 18,"49,880",100,0,0,0,전라남도,33,27,20,46810,46810,강진군,3,46
2025-08-25 21,"49,880",100,0,0,0,전라남도,28,18,9,46810,46810,강진군,3,46
2025-08-26 00,"49,880",100,0,0,0,전라남도,24,15,9,46810,46810,강진군,3,46
2025-08-23 18,"104,343",100,0,0,0,전라남도,33,26,2,46820,46820,해남군,3,46
2025-08-24 00,"104,343",100,0,0,0,전라남도,19,14,6,46820,46820,해남군,3,46
2025-08-24 03,"104,343",100,0,0,0,전라남도,19,14,6,46820,46820,해남군,3,46
2025-08-24 06,"104,343",100,0,0,0,전라남도,19,13,6,46820,46820,해남군,3,46
2025-08-24 09,"104,343",100,0,0,0,전라남도,33,25,6,46820,46820,해남군,3,46
2025-08-24 12,"104,343",100,0,0,0,전라남도,33,29,6,46820,46820,해남군,3,46
2025-08-24 15,"104,343",100,0,0,0,전라남도,33,28,6,46820,46820,해남군,3,46
2025-08-24 18,"104,343",100,0,0,0,전라남도,31,25,6,46820,46820,해남군,3,46
2025-08-24 21,"104,343",100,0,0,0,전라남도,24,16,6,46820,46820,해남군,3,46
2025-08-25 00,"104,343",100,0,0,0,전라남도,19,14,6,46820,46820,해남군,3,46
2025-08-25 03,"104,343",100,0,0,0,전라남도,19,14,6,46820,46820,해남군,3,46
2025-08-25 06,"104,343",100,0,0,0,전라남도,19,14,6,46820,46820,해남군,3,46
2025-08-25 09,"104,343",100,0,0,0,전라남도,31,24,6,46820,46820,해남군,3,46
2025-08-25 12,"104,343",100,0,0,0,전라남도,33,26,6,46820,46820,해남군,3,46
2025-08-25 15,"104,343",100,0,0,0,전라남도,33,26,6,46820,46820,해남군,4,46
2025-08-25 18,"104,343",100,0,0,0,전라남도,31,24,6,46820,46820,해남군,3,46
2025-08-25 21,"104,343",100,0,0,0,전라남도,21,15,6,46820,46820,해남군,3,46
2025-08-26 00,"104,343",100,0,0,0,전라남도,19,13,6,46820,46820,해남군,3,46
2025-08-23 18,"58,373",100,0,0,0,전라남도,33,27,2,46830,46830,영암군,3,46
2025-08-24 00,"58,373",100,0,0,0,전라남도,21,13,6,46830,46830,영암군,3,46
2025-08-24 03,"58,373",100,0,0,0,전라남도,19,13,6,46830,46830,영암군,3,46
2025-08-24 06,"58,373",100,0,0,0,전라남도,19,12,6,46830,46830,영암군,3,46
2025-08-24 09,"58,373",100,0,0,0,전라남도,31,24,16,46830,46830,영암군,3,46
2025-08-24 12,"58,373",100,0,0,0,전라남도,33,29,23,46830,46830,영암군,2,46
2025-08-24 15,"58,373",100,0,0,0,전라남도,33,29,23,46830,46830,영암군,2,46
2025-08-24 18,"58,373",100,0,0,0,전라남도,31,26,20,46830,46830,영암군,2,46
2025-08-24 21,"58,373",100,0,0,0,전라남도,24,17,11,46830,46830,영암군,3,46
2025-08-25 00,"58,373",100,0,0,0,전라남도,21,14,8,46830,46830,영암군,3,46
2025-08-25 03,"58,373",100,0,0,0,전라남도,19,13,8,46830,46830,영암군,3,46
2025-08-25 06,"58,373",100,0,0,0,전라남도,19,13,8,46830,46830,영암군,3,46
2025-08-25 09,"58,373",100,0,0,0,전라남도,28,22,16,46830,46830,영암군,3,46
2025-08-25 12,"58,373",100,0,0,0,전라남도,33,26,20,46830,46830,영암군,2,46
2025-08-25 15,"58,373",100,0,0,0,전라남도,33,27,22,46830,46830,영암군,3,46
2025-08-25 18,"58,373",100,0,0,0,전라남도,31,25,20,46830,46830,영암군,2,46
2025-08-25 21,"58,373",100,0,0,0,전라남도,21,16,11,46830,46830,영암군,3,46
2025-08-26 00,"58,373",100,0,0,0,전라남도,19,13,6,46830,46830,영암군,3,46
2025-08-23 18,"45,289",100,0,0,0,전라남도,33,29,4,46840,46840,무안군,3,46
2025-08-24 00,"45,289",100,0,0,0,전라남도,21,17,12,46840,46840,무안군,2,46
2025-08-24 03,"45,289",100,0,0,0,전라남도,21,17,12,46840,46840,무안군,2,46
2025-08-24 06,"45,289",100,0,0,0,전라남도,21,16,9,46840,46840,무안군,2,46
2025-08-24 09,"45,289",100,0,0,0,전라남도,31,26,20,46840,46840,무안군,2,46
2025-08-24 12,"45,289",100,0,0,0,전라남도,33,30,26,46840,46840,무안군,2,46
2025-08-24 15,"45,289",100,0,0,0,전라남도,33,30,24,46840,46840,무안군,2,46
2025-08-24 18,"45,289",100,0,0,0,전라남도,33,27,21,46840,46840,무안군,2,46
2025-08-24 21,"45,289",100,0,0,0,전라남도,26,21,14,46840,46840,무안군,3,46
2025-08-25 00,"45,289",100,0,0,0,전라남도,21,18,12,46840,46840,무안군,2,46
2025-08-25 03,"45,289",100,0,0,0,전라남도,21,16,9,46840,46840,무안군,2,46
2025-08-25 06,"45,289",100,0,0,0,전라남도,21,17,10,46840,46840,무안군,2,46
2025-08-25 09,"45,289",100,0,0,0,전라남도,31,24,19,46840,46840,무안군,3,46
2025-08-25 12,"45,289",100,0,0,0,전라남도,33,28,21,46840,46840,무안군,2,46
2025-08-25 15,"45,289",100,0,0,0,전라남도,33,29,20,46840,46840,무안군,2,46
2025-08-25 18,"45,289",100,0,0,0,전라남도,31,27,21,46840,46840,무안군,2,46
2025-08-25 21,"45,289",100,0,0,0,전라남도,24,18,10,46840,46840,무안군,2,46
2025-08-26 00,"45,289",100,0,0,0,전라남도,21,16,9,46840,46840,무안군,3,46
2025-08-23 18,"38,946",100,0,0,0,전라남도,33,29,4,46860,46860,함평군,2,46
2025-08-24 00,"38,946",100,0,0,0,전라남도,21,16,9,46860,46860,함평군,2,46
2025-08-24 03,"38,946",100,0,0,0,전라남도,19,15,9,46860,46860,함평군,3,46
2025-08-24 06,"38,946",100,0,0,0,전라남도,19,15,9,46860,46860,함평군,3,46
2025-08-24 09,"38,946",100,0,0,0,전라남도,31,26,19,46860,46860,함평군,3,46
2025-08-24 12,"38,946",100,0,0,0,전라남도,33,30,25,46860,46860,함평군,2,46
2025-08-24 15,"38,946",100,0,0,0,전라남도,33,30,25,46860,46860,함평군,2,46
2025-08-24 18,"38,946",100,0,0,0,전라남도,33,27,21,46860,46860,함평군,3,46
2025-08-24 21,"38,946",100,0,0,0,전라남도,26,19,14,46860,46860,함평군,3,46
2025-08-25 00,"38,946",100,0,0,0,전라남도,21,16,11,46860,46860,함평군,3,46
2025-08-25 03,"38,946",100,0,0,0,전라남도,19,14,9,46860,46860,함평군,2,46
2025-08-25 06,"38,946",100,0,0,0,전라남도,19,15,9,46860,46860,함평군,3,46
2025-08-25 09,"38,946",100,0,0,0,전라남도,30,23,18,46860,46860,함평군,2,46
2025-08-25 12,"38,946",100,0,0,0,전라남도,33,27,21,46860,46860,함평군,3,46
2025-08-25 15,"38,946",100,0,0,0,전라남도,33,27,21,46860,46860,함평군,3,46
2025-08-25 18,"38,946",100,0,0,0,전라남도,33,27,21,46860,46860,함평군,3,46
2025-08-25 21,"38,946",100,0,0,0,전라남도,24,17,9,46860,46860,함평군,3,46
2025-08-26 00,"38,946",100,0,0,0,전라남도,21,14,9,46860,46860,함평군,3,46
2025-08-23 18,"47,288",100,0,0,0,전라남도,33,29,3,46870,46870,영광군,3,46
2025-08-24 00,"47,288",100,0,0,0,전라남도,24,15,5,46870,46870,영광군,4,46
2025-08-24 03,"47,288",100,0,0,0,전라남도,24,15,5,46870,46870,영광군,4,46
