analdate,area,d1,d2,d3,d4,doname,maxi,meanavg,mini,regioncode,sigucode,sigun,std,upplocalcd
2025-08-26 00,"42,394",100,0,0,0,대구광역시,26,14,4,27710,27710,달성군,5,27
2025-08-23 18,"61,373",100,0,0,0,대구광역시,33,28,25,27720,27720,군위군,2,27
2025-08-24 00,"61,373",100,0,0,0,대구광역시,23,16,11,27720,27720,군위군,3,27
2025-08-24 03,"61,373",100,0,0,0,대구광역시,21,13,7,27720,27720,군위군,3,27
2025-08-24 06,"61,373",100,0,0,0,대구광역시,17,11,6,27720,27720,군위군,2,27
2025-08-24 09,"61,373",100,0,0,0,대구광역시,31,24,19,27720,27720,군위군,2,27
2025-08-24 12,"61,373",100,0,0,0,대구광역시,33,28,24,27720,27720,군위군,2,27
2025-08-24 15,"61,373",100,0,0,0,대구광역시,33,28,24,27720,27720,군위군,2,27
2025-08-24 18,"61,373",100,0,0,0,대구광역시,33,28,24,27720,27720,군위군,2,27
2025-08-24 21,"61,373",100,0,0,0,대구광역시,26,19,11,27720,27720,군위군,3,27
2025-08-25 00,"61,373",100,0,0,0,대구광역시,22,13,6,27720,27720,군위군,3,27
2025-08-25 03,"61,373",100,0,0,0,대구광역시,21,12,5,27720,27720,군위군,3,27
2025-08-25 06,"61,373",100,0,0,0,대구광역시,17,11,5,27720,27720,군위군,2,27
2025-08-25 09,"61,373",100,0,0,0,대구광역시,31,21,9,27720,27720,군위군,5,27
2025-08-25 12,"61,373",100,0,0,0,대구광역시,33,25,13,27720,27720,군위군,6,27
2025-08-25 15,"61,373",100,0,0,0,대구광역시,33,25,13,27720,27720,군위군,6,27
2025-08-25 18,"61,373",100,0,0,0,대구광역시,33,25,12,27720,27720,군위군,6,27
2025-08-25 21,"61,373",100,0,0,0,대구광역시,22,13,7,27720,27720,군위군,3,27
2025-08-26 00,"61,373",100,0,0,0,대구광역시,19,12,5,27720,27720,군위군,2,27
2025-08-23 18,"14,147",100,0,0,0,인천광역시,31,23,6,28110,28110,중구,4,28
2025-08-24 00,"14,147",100,0,0,0,인천광역시,19,12,6,28110,28110,중구,4,28
2025-08-24 03,"14,147",100,0,0,0,인천광역시,19,11,6,28110,28110,중구,4,28
2025-08-24 06,"14,147",100,0,0,0,인천광역시,19,11,6,28110,28110,중구,4,28
2025-08-24 09,"14,147",100,0,0,0,인천광역시,26,16,6,28110,28110,중구,7,28
2025-08-24 12,"14,147",100,0,0,0,인천광역시,33,20,6,28110,28110,중구,10,28
2025-08-24 15,"14,147",100,0,0,0,인천광역시,33,20,6,28110,28110,중구,11,28
2025-08-24 18,"14,147",100,0,0,0,인천광역시,28,17,6,28110,28110,중구,9,28
2025-08-24 21,"14,147",100,0,0,0,인천광역시,24,14,6,28110,28110,중구,6,28
2025-08-25 00,"14,147",100,0,0,0,인천광역시,21,13,6,28110,28110,중구,5,28
2025-08-25 03,"14,147",100,0,0,0,인천광역시,19,12,6,28110,28110,중구,4,28
2025-08-25 06,"14,147",100,0,0,0,인천광역시,17,11,6,28110,28110,중구,4,28
2025-08-25 09,"14,147",100,0,0,0,인천광역시,24,14,6,28110,28110,중구,6,28
2025-08-25 12,"14,147",100,0,0,0,인천광역시,30,16,6,28110,28110,중구,7,28
2025-08-25 15,"14,147",100,0,0,0,인천광역시,28,17,6,28110,28110,중구,8,28
2025-08-25 18,"14,147",100,0,0,0,인천광역시,26,15,6,28110,28110,중구,7,28
2025-08-25 21,"14,147",100,0,0,0,인천광역시,19,11,6,28110,28110,중구,4,28
2025-08-26 00,"14,147",100,0,0,0,인천광역시,16,10,6,28110,28110,중구,3,28
2025-08-23 18,"2,486",100,0,0,0,인천광역시,31,26,24,28177,28177,미추홀구,2,28
2025-08-24 00,"2,486",100,0,0,0,인천광역시,19,15,12,28177,28177,미추홀구,2,28
2025-08-24 03,"2,486",100,0,0,0,인천광역시,21,16,12,28177,28177,미추홀구,2,28
2025-08-24 06,"2,486",100,0,0,0,인천광역시,19,15,12,28177,28177,미추홀구,2,28
2025-08-24 09,"2,486",100,0,0,0,인천광역시,26,21,16,28177,28177,미추홀구,2,28
2025-08-24 12,"2,486",100,0,0,0,인천광역시,33,27,23,28177,28177,미추홀구,2,28
2025-08-24 15,"2,486",100,0,0,0,인천광역시,33,29,26,28177,28177,미추홀구,2,28
2025-08-24 18,"2,486",100,0,0,0,인천광역시,33,27,23,28177,28177,미추홀구,2,28
2025-08-24 21,"2,486",100,0,0,0,인천광역시,28,23,19,28177,28177,미추홀구,2,28
2025-08-25 00,"2,486",100,0,0,0,인천광역시,24,18,14,28177,28177,미추홀구,2,28
2025-08-25 03,"2,486",100,0,0,0,인천광역시,19,15,12,28177,28177,미추홀구,2,28
2025-08-25 06,"2,486",100,0,0,0,인천광역시,19,15,12,28177,28177,미추홀구,2,28
2025-08-25 09,"2,486",100,0,0,0,인천광역시,24,18,14,28177,28177,미추홀구,2,28
2025-08-25 12,"2,486",100,0,0,0,인천광역시,26,22,19,28177,28177,미추홀구,2,28
2025-08-25 15,"2,486",100,0,0,0,인천광역시,28,24,21,28177,28177,미추홀구,2,28
2025-08-25 18,"2,486",100,0,0,0,인천광역시,28,24,21,28177,28177,미추홀구,2,28
2025-08-25 21,"2,486",100,0,0,0,인천광역시,24,18,14,28177,28177,미추홀구,2,28
2025-08-26 00,"2,486",100,0,0,0,인천광역시,19,15,12,28177,28177,미추홀구,2,28
2025-08-23 18,"5,551",100,0,0,0,인천광역시,33,28,6,28185,28185,연수구,3,28
2025-08-24 00,"5,551",100,0,0,0,인천광역시,19,14,6,28185,28185,연수구,3,28
2025-08-24 03,"5,551",100,0,0,0,인천광역시,21,14,6,28185,28185,연수구,4,28
2025-08-24 06,"5,551",100,0,0,0,인천광역시,19,14,6,28185,28185,연수구,3,28
2025-08-24 09,"5,551",100,0,0,0,인천광역시,26,18,6,28185,28185,연수구,5,28
2025-08-24 12,"5,551",100,0,0,0,인천광역시,33,24,6,28185,28185,연수구,8,28
2025-08-24 15,"5,551",100,0,0,0,인천광역시,33,24,6,28185,28185,연수구,8,28
2025-08-24 18,"5,551",100,0,0,0,인천광역시,33,24,6,28185,28185,연수구,8,28
2025-08-24 21,"5,551",100,0,0,0,인천광역시,28,20,6,28185,28185,연수구,6,28
2025-08-25 00,"5,551",100,0,0,0,인천광역시,24,16,6,28185,28185,연수구,4,28
2025-08-25 03,"5,551",100,0,0,0,인천광역시,19,14,6,28185,28185,연수구,3,28
2025-08-25 06,"5,551",100,0,0,0,인천광역시,19,14,6,28185,28185,연수구,3,28
2025-08-25 09,"5,551",100,0,0,0,인천광역시,24,16,6,28185,28185,연수구,4,28
2025-08-25 12,"5,551",100,0,0,0,인천광역시,26,18,6,28185,28185,연수구,7,28
2025-08-25 15,"5,551",100,0,0,0,인천광역시,28,21,6,28185,28185,연수구,7,28
2025-08-25 18,"5,551",100,0,0,0,인천광역시,28,21,6,28185,28185,연수구,7,28
2025-08-25 21,"5,551",100,0,0,0,인천광역시,24,16,6,28185,28185,연수구,4,28
2025-08-26 00,"5,551",100,0,0,0,인천광역시,19,14,6,28185,28185,연수구,3,28
2025-08-23 18,"5,677",100,0,0,0,인천광역시,33,29,23,28200,28200,남동구,2,28
2025-08-24 00,"5,677",100,0,0,0,인천광역시,19,15,12,28200,28200,남동구,2,28
2025-08-24 03,"5,677",100,0,0,0,인천광역시,21,15,12,28200,28200,남동구,2,28
2025-08-24 06,"5,677",100,0,0,0,인천광역시,21,14,9,28200,28200,남동구,2,28
2025-08-24 09,"5,677",100,0,0,0,인천광역시,31,22,16,28200,28200,남동구,2,28
2025-08-24 12,"5,677",100,0,0,0,인천광역시,33,29,23,28200,28200,남동구,2,28
2025-08-24 15,"5,677",100,0,0,0,인천광역시,33,29,26,28200,28200,남동구,2,28
2025-08-24 18,"5,677",100,0,0,0,인천광역시,33,29,23,28200,28200,남동구,2,28
2025-08-24 21,"5,677",100,0,0,0,인천광역시,28,21,16,28200,28200,남동구,2,28
2025-08-25 00,"5,677",100,0,0,0,인천광역시,24,18,13,28200,28200,남동구,2,28
2025-08-25 03,"5,677",100,0,0,0,인천광역시,21,15,12,28200,28200,남동구,2,28
2025-08-25 06,"5,677",100,0,0,0,인천광역시,21,15,12,28200,28200,남동구,2,28
2025-08-25 09,"5,677",100,0,0,0,인천광역시,26,21,14,28200,28200,남동구,2,28
2025-08-25 12,"5,677",100,0,0,0,인천광역시,31,26,19,28200,28200,남동구,2,28
2025-08-25 15,"5,677",100,0,0,0,인천광역시,31,25,19,28200,28200,남동구,2,28
2025-08-25 18,"5,677",100,0,0,0,인천광역시,31,24,16,28200,28200,남동구,2,28
2025-08-25 21,"5,677",100,0,0,0,인천광역시,24,20,16,28200,28200,남동구,2,28
2025-08-26 00,"5,677",100,0,0,0,인천광역시,19,15,12,28200,28200,남동구,2,28
2025-08-23 18,"3,208",100,0,0,0,인천광역시,33,27,23,28237,28237,부평구,2,28
2025-08-24 00,"3,208",100,0,0,0,인천광역시,19,14,9,28237,28237,부평구,2,28
2025-08-24 03,"3,208",100,0,0,0,인천광역시,21,15,9,28237,28237,부평구,2,28
2025-08-24 06,"3,208",100,0,0,0,인천광역시,21,14,9,28237,28237,부평구,3,28
2025-08-24 09,"3,208",100,0,0,0,인천광역시,26,21,16,28237,28237,부평구,2,28
2025-08-24 12,"3,208",100,0,0,0,인천광역시,33,27,23,28237,28237,부평구,2,28
2025-08-24 15,"3,208",100,0,0,0,인천광역시,33,29,26,28237,28237,부평구,2,28
2025-08-24 18,"3,208",100,0,0,0,인천광역시,33,27,21,28237,28237,부평구,2,28
2025-08-24 21,"3,208",100,0,0,0,인천광역시,24,19,14,28237,28237,부평구,2,28
2025-08-25 00,"3,208",100,0,0,0,인천광역시,24,18,14,28237,28237,부평구,2,28
2025-08-25 03,"3,208",100,0,0,0,인천광역시,21,15,9,28237,28237,부평구,2,28
2025-08-25 06,"3,208",100,0,0,0,인천광역시,21,16,12,28237,28237,부평구,2,28
2025-08-25 09,"3,208",100,0,0,0,인천광역시,26,19,14,28237,28237,부평구,3,28
2025-08-25 12,"3,208",100,0,0,0,인천광역시,31,24,19,28237,28237,부평구,3,28
2025-08-25 15,"3,208",100,0,0,0,인천광역시,28,23,19,28237,28237,부평구,2,28
2025-08-25 18,"3,208",100,0,0,0,인천광역시,28,22,16,28237,28237,부평구,3,28
2025-08-25 21,"3,208",100,0,0,0,인천광역시,24,19,14,28237,28237,부평구,2,28
2025-08-26 00,"3,208",100,0,0,0,인천광역시,19,14,9,28237,28237,부평구,2,28
2025-08-23 18,"4,553",100,0,0,0,인천광역시,30,24,3,28245,28245,계양구,2,28
2025-08-24 00,"4,553",100,0,0,0,인천광역시,19,13,9,28245,28245,계양구,2,28
2025-08-24 03,"4,553",100,0,0,0,인천광역시,17,12,9,28245,28245,계양구,2,28
2025-08-24 06,"4,553",100,0,0,0,인천광역시,17,12,9,28245,28245,계양구,2,28
2025-08-24 09,"4,553",100,0,0,0,인천광역시,28,22,19,28245,28245,계양구,2,28
2025-08-24 12,"4,553",100,0,0,0,인천광역시,33,28,23,28245,28245,계양구,2,28
2025-08-24 15,"4,553",100,0,0,0,인천광역시,33,29,26,28245,28245,계양구,2,28
2025-08-24 18,"4,553",100,0,0,0,인천광역시,31,25,21,28245,28245,계양구,2,28
2025-08-24 21,"4,553",100,0,0,0,인천광역시,21,17,13,28245,28245,계양구,2,28
2025-08-25 00,"4,553",100,0,0,0,인천광역시,21,15,9,28245,28245,계양구,3,28
2025-08-25 03,"4,553",100,0,0,0,인천광역시,19,13,9,28245,28245,계양구,2,28
2025-08-25 06,"4,553",100,0,0,0,인천광역시,19,14,9,28245,28245,계양구,2,28
2025-08-25 09,"4,553",100,0,0,0,인천광역시,26,19,14,28245,28245,계양구,3,28
2025-08-25 12,"4,553",100,0,0,0,인천광역시,26,22,19,28245,28245,계양구,2,28
2025-08-25 15,"4,553",100,0,0,0,인천광역시,26,22,19,28245,28245,계양구,2,28
2025-08-25 18,"4,553",100,0,0,0,인천광역시,28,23,19,28245,28245,계양구,2,28
2025-08-25 21,"4,553",100,0,0,0,인천광역시,21,16,12,28245,28245,계양구,2,28
2025-08-26 00,"4,553",100,0,0,0,인천광역시,17,12,9,28245,28245,계양구,2,28
2025-08-23 18,"11,773",100,0,0,0,인천광역시,33,26,4,28260,28260,서구,2,28
2025-08-24 00,"11,773",100,0,0,0,인천광역시,19,12,9,28260,28260,서구,2,28
2025-08-24 03,"11,773",100,0,0,0,인천광역시,21,13,9,28260,28260,서구,2,28
2025-08-24 06,"11,773",100,0,0,0,인천광역시,21,13,9,28260,28260,서구,2,28
2025-08-24 09,"11,773",100,0,0,0,인천광역시,28,21,16,28260,28260,서구,2,28
2025-08-24 12,"11,773",100,0,0,0,인천광역시,33,27,23,28260,28260,서구,2,28
2025-08-24 15,"11,773",100,0,0,0,인천광역시,33,28,26,28260,28260,서구,1,28
2025-08-24 18,"11,773",100,0,0,0,인천광역시,31,25,20,28260,28260,서구,2,28
2025-08-24 21,"11,773",100,0,0,0,인천광역시,24,15,9,28260,28260,서구,3,28
2025-08-25 00,"11,773",100,0,0,0,인천광역시,24,14,9,28260,28260,서구,3,28
2025-08-25 03,"11,773",100,0,0,0,인천광역시,21,13,9,28260,28260,서구,2,28
2025-08-25 06,"11,773",100,0,0,0,인천광역시,21,13,9,28260,28260,서구,2,28
2025-08-25 09,"11,773",100,0,0,0,인천광역시,24,18,14,28260,28260,서구,2,28
2025-08-25 12,"11,773",100,0,0,0,인천광역시,26,22,18,28260,28260,서구,1,28
2025-08-25 15,"11,773",100,0,0,0,인천광역시,28,22,18,28260,28260,서구,2,28
2025-08-25 18,"11,773",100,0,0,0,인천광역시,28,21,16,28260,28260,서구,2,28
2025-08-25 21,"11,773",100,0,0,0,인천광역시,24,15,9,28260,28260,서구,2,28
2025-08-26 00,"11,773",100,0,0,0,인천광역시,19,12,7,28260,28260,서구,2,28
2025-08-23 18,"41,037",100,0,0,0,인천광역시,31,23,3,28710,28710,강화군,4,28
2025-08-24 00,"41,037",100,0,0,0,인천광역시,19,12,5,28710,28710,강화군,2,28
2025-08-24 03,"41,037",100,0,0,0,인천광역시,17,12,5,28710,28710,강화군,2,28
2025-08-24 06,"41,037",100,0,0,0,인천광역시,19,12,5,28710,28710,강화군,2,28
2025-08-24 09,"41,037",100,0,0,0,인천광역시,26,20,5,28710,28710,강화군,3,28
2025-08-24 12,"41,037",100,0,0,0,인천광역시,31,24,5,28710,28710,강화군,4,28
2025-08-24 15,"41,037",100,0,0,0,인천광역시,33,27,5,28710,28710,강화군,4,28
2025-08-24 18,"41,037",100,0,0,0,인천광역시,28,23,5,28710,28710,강화군,3,28
2025-08-24 21,"41,037",100,0,0,0,인천광역시,19,14,5,28710,28710,강화군,2,28
2025-08-25 00,"41,037",100,0,0,0,인천광역시,19,13,5,28710,28710,강화군,2,28
2025-08-25 03,"41,037",100,0,0,0,인천광역시,19,13,5,28710,28710,강화군,2,28
2025-08-25 06,"41,037",100,0,0,0,인천광역시,19,12,5,28710,28710,강화군,3,28
2025-08-25 09,"41,037",100,0,0,0,인천광역시,24,16,5,28710,28710,강화군,3,28
2025-08-25 12,"41,037",100,0,0,0,인천광역시,26,18,5,28710,28710,강화군,3,28
2025-08-25 15,"41,037",100,0,0,0,인천광역시,26,17,5,28710,28710,강화군,3,28
2025-08-25 18,"41,037",100,0,0,0,인천광역시,24,17,5,28710,28710,강화군,3,28
2025-08-25 21,"41,037",100,0,0,0,인천광역시,17,11,5,28710,28710,강화군,2,28
2025-08-26 00,"41,037",100,0,0,0,인천광역시,17,11,5,28710,28710,강화군,2,28
2025-08-23 18,"17,250",100,0,0,0,인천광역시,26,22,3,28720,28720,옹진군,3,28
2025-08-24 00,"17,250",100,0,0,0,인천광역시,17,9,6,28720,28720,옹진군,3,28
2025-08-24 03,"17,250",100,0,0,0,인천광역시,14,9,6,28720,28720,옹진군,3,28
2025-08-24 06,"17,250",100,0,0,0,인천광역시,17,9,6,28720,28720,옹진군,3,28
2025-08-24 09,"17,250",100,0,0,0,인천광역시,21,10,6,28720,28720,옹진군,5,28
2025-08-24 12,"17,250",100,0,0,0,인천광역시,28,12,6,28720,28720,옹진군,7,28
2025-08-24 15,"17,250",100,0,0,0,인천광역시,28,12,6,28720,28720,옹진군,7,28
2025-08-24 18,"17,250",100,0,0,0,인천광역시,26,12,6,28720,28720,옹진군,6,28
2025-08-24 21,"17,250",100,0,0,0,인천광역시,21,10,6,28720,28720,옹진군,4,28
2025-08-25 00,"17,250",100,0,0,0,인천광역시,17,9,6,28720,28720,옹진군,3,28
2025-08-25 03,"17,250",100,0,0,0,인천광역시,17,9,6,28720,28720,옹진군,3,28
2025-08-25 06,"17,250",100,0,0,0,인천광역시,14,9,6,28720,28720,옹진군,2,28
2025-08-25 09,"17,250",100,0,0,0,인천광역시,19,10,6,28720,28720,옹진군,4,28
2025-08-25 12,"17,250",100,0,0,0,인천광역시,24,10,6,28720,28720,옹진군,5,28
2025-08-25 15,"17,250",100,0,0,0,인천광역시,21,10,6,28720,28720,옹진군,5,28
2025-08-25 18,"17,250",100,0,0,0,인천광역시,19,10,6,28720,28720,옹진군,4,28
2025-08-25 21,"17,250",100,0,0,0,인천광역시,14,9,6,28720,28720,옹진군,3,28
2025-08-26 00,"17,250",100,0,0,0,인천광역시,12,8,6,28720,28720,옹진군,2,28
2025-08-23 18,"4,877",100,0,0,0,광주광역시,33,28,25,29110,29110,동구,2,29
2025-08-24 00,"4,877",100,0,0,0,광주광역시,25,16,11,29110,29110,동구,3,29
2025-08-24 03,"4,877",100,0,0,0,광주광역시,19,13,9,29110,29110,동구,2,29
2025-08-24 06,"4,877",100,0,0,0,광주광역시,20,13,9,29110,29110,동구,2,29
2025-08-24 09,"4,877",100,0,0,0,광주광역시,33,26,23,29110,29110,동구,2,29
2025-08-24 12,"4,877",100,0,0,0,광주광역시,33,28,25,29110,29110,동구,2,29
2025-08-24 15,"4,877",100,0,0,0,광주광역시,33,28,25,29110,29110,동구,2,29
2025-08-24 18,"4,877",100,0,0,0,광주광역시,33,27,23,29110,29110,동구,2,29
2025-08-24 21,"4,877",100,0,0,0,광주광역시,27,18,14,29110,29110,동구,3,29
2025-08-25 00,"4,877",100,0,0,0,광주광역시,24,16,11,29110,29110,동구,3,29
2025-08-25 03,"4,877",100,0,0,0,광주광역시,22,14,9,29110,29110,동구,2,29
2025-08-25 06,"4,877",100,0,0,0,광주광역시,22,14,9,29110,29110,동구,2,29
2025-08-25 09,"4,877",100,0,0,0,광주광역시,31,25,19,29110,29110,동구,2,29
2025-08-25 12,"4,877",100,0,0,0,광주광역시,33,26,20,29110,29110,동구,2,29
2025-08-25 15,"4,877",100,0,0,0,광주광역시,33,27,23,29110,29110,동구,2,29
2025-08-25 18,"4,877",100,0,0,0,광주광역시,33,26,23,29110,29110,동구,2,29
2025-08-25 21,"4,877",100,0,0,0,광주광역시,27,20,14,29110,29110,동구,2,29
2025-08-26 00,"4,877",100,0,0,0,광주광역시,22,14,9,29110,29110,동구,3,29
2025-08-23 18,"4,759",100,0,0,0,광주광역시,33,30,26,29140,29140,서구,2,29
2025-08-24 00,"4,759",100,0,0,0,광주광역시,19,14,9,29140,29140,서구,2,29
2025-08-24 03,"4,759",100,0,0,0,광주광역시,19,14,9,29140,29140,서구,2,29
2025-08-24 06,"4,759",100,0,0,0,광주광역시,19,14,9,29140,29140,서구,2,29
2025-08-24 09,"4,759",100,0,0,0,광주광역시,31,25,19,29140,29140,서구,2,29
2025-08-24 12,"4,759",100,0,0,0,광주광역시,33,30,26,29140,29140,서구,2,29
2025-08-24 15,"4,759",100,0,0,0,광주광역시,33,30,26,29140,29140,서구,2,29
2025-08-24 18,"4,759",100,0,0,0,광주광역시,33,29,24,29140,29140,서구,2,29
2025-08-24 21,"4,759",100,0,0,0,광주광역시,26,20,15,29140,29140,서구,2,29
2025-08-25 00,"4,759",100,0,0,0,광주광역시,21,16,10,29140,29140,서구,3,29
2025-08-25 03,"4,759",100,0,0,0,광주광역시,19,14,9,29140,29140,서구,2,29
2025-08-25 06,"4,759",100,0,0,0,광주광역시,19,14,9,29140,29140,서구,2,29
2025-08-25 09,"4,759",100,0,0,0,광주광역시,26,23,19,29140,29140,서구,2,29
2025-08-25 12,"4,759",100,0,0,0,광주광역시,33,28,23,29140,29140,서구,2,29
2025-08-25 15,"4,759",100,0,0,0,광주광역시,33,28,23,29140,29140,서구,2,29
2025-08-25 18,"4,759",100,0,0,0,광주광역시,33,29,24,29140,29140,서구,2,29
2025-08-25 21,"4,759",100,0,0,0,광주광역시,26,20,15,29140,29140,서구,2,29
2025-08-26 00,"4,759",100,0,0,0,광주광역시,21,15,10,29140,29140,서구,2,29
2025-08-23 18,"6,051",100,0,0,0,광주광역시,33,29,26,29155,29155,남구,2,29
2025-08-24 00,"6,051",100,0,0,0,광주광역시,19,15,9,29155,29155,남구,2,29
2025-08-24 03,"6,051",100,0,0,0,광주광역시,19,14,8,29155,29155,남구,2,29
2025-08-24 06,"6,051",100,0,0,0,광주광역시,19,14,8,29155,29155,남구,2,29
2025-08-24 09,"6,051",100,0,0,0,광주광역시,31,26,20,29155,29155,남구,2,29
2025-08-24 12,"6,051",100,0,0,0,광주광역시,33,29,25,29155,29155,남구,2,29
2025-08-24 15,"6,051",100,0,0,0,광주광역시,33,29,25,29155,29155,남구,2,29
2025-08-24 18,"6,051",100,0,0,0,광주광역시,33,29,25,29155,29155,남구,2,29
2025-08-24 21,"6,051",100,0,0,0,광주광역시,26,21,15,29155,29155,남구,2,29
2025-08-25 00,"6,051",100,0,0,0,광주광역시,21,18,12,29155,29155,남구,2,29
2025-08-25 03,"6,051",100,0,0,0,광주광역시,19,14,8,29155,29155,남구,2,29
2025-08-25 06,"6,051",100,0,0,0,광주광역시,19,14,8,29155,29155,남구,2,29
2025-08-25 09,"6,051",100,0,0,0,광주광역시,31,25,19,29155,29155,남구,3,29
2025-08-25 12,"6,051",100,0,0,0,광주광역시,33,27,22,29155,29155,남구,2,29
2025-08-25 15,"6,051",100,0,0,0,광주광역시,33,29,23,29155,29155,남구,2,29
2025-08-25 18,"6,051",100,0,0,0,광주광역시,33,28,22,29155,29155,남구,3,29
2025-08-25 21,"6,051",100,0,0,0,광주광역시,26,21,13,29155,29155,남구,2,29
2025-08-26 00,"6,051",100,0,0,0,광주광역시,21,14,8,29155,29155,남구,3,29
2025-08-23 18,"11,941",100,0,0,0,광주광역시,33,29,25,29170,29170,북구,2,29
2025-08-24 00,"11,941",100,0,0,0,광주광역시,26,19,12,29170,29170,북구,3,29
2025-08-24 03,"11,941",100,0,0,0,광주광역시,21,15,9,29170,29170,북구,2,29
2025-08-24 06,"11,941",100,0,0,0,광주광역시,21,15,9,29170,29170,북구,3,29
2025-08-24 09,"11,941",100,0,0,0,광주광역시,31,27,22,29170,29170,북구,2,29
2025-08-24 12,"11,941",100,0,0,0,광주광역시,33,29,25,29170,29170,북구,2,29
2025-08-24 15,"11,941",100,0,0,0,광주광역시,33,29,25,29170,29170,북구,2,29
